Track Name,Album Name,Artist Name(s),Genres,Duration (ms),Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Tempo,,PC1,PC2,PC3
Beating off in a Minor,What.,Bo Burnham,pop,150158,0.312,0.591,-9.336,0.0908,0.854,0.0403,0.179,144.469,,-2.432916772,1.60113094,-2.32371759
From God's Perspective,What.,Bo Burnham,pop,261221,0.339,0.478,-5.895,0.0401,0.775,0,0.355,86.898,,-2.924268974,1.647213441,0.258459326
Andy the Frog,What.,Bo Burnham,pop,193129,0.621,0.768,-6.971,0.88,0.681,0,0.351,88.057,,-0.536191743,-0.428994442,-3.802219724
Out of the Abyss,What.,Bo Burnham,pop,219647,0.556,0.836,-9.031,0.885,0.718,0,0.312,121.709,,-0.380161501,0.276883862,-4.173366124
I Love You Too Much,The Book of Life (Original Motion Picture Soundtrack),"Gustavo Santaolalla,Diego Luna",pop,155320,0.403,0.255,-9.601,0.0428,0.854,9.50E-06,0.21,206.198,,-3.486135677,1.608681729,-2.876895242
Dos Oruguitas,Encanto (Original Motion Picture Soundtrack),Sebastian Yatra,pop,214613,0.423,0.355,-10.565,0.0454,0.761,0,0.465,93.788,,-4.186177394,1.190386854,-0.539745012
All Of You,Encanto (Original Motion Picture Soundtrack),"Stephanie Beatriz,Olga Merediz,John Leguizamo,Adassa,Maluma,Encanto - Cast",rap,278440,0.515,0.467,-10.623,0.0494,0.633,0,0.346,114.532,,-3.292306234,1.465087192,-0.197845614
"Colombia, Mi Encanto",Encanto (Original Motion Picture Soundtrack),Carlos Vives,pop,175280,0.718,0.88,-7.567,0.11,0.0223,0,0.814,124.007,,-0.204860516,-1.89696199,-0.014554486
Die With A Smile,Die With A Smile,"Lady Gaga,Bruno Mars",pop,251667,0.521,0.592,-7.777,0.0304,0.308,0,0.535,157.969,,-1.456853762,0.492231138,0.144808388
Amfibius,Amfibius,"invention_,SCayos,Shireen K",lofi,187107,0.405,0.317,-13.238,0.0347,0.479,0.919,0.0914,75.213,,-3.547414393,3.092482548,-1.748739824
MUFFIN,MUFFIN,"BadBoyHalo,CG5,Hyper Potions,Skeppy,CaptainPuffy",rap,224040,0.64,0.857,-4.687,0.161,0.154,0,0.713,181.979,,0.727592721,-1.103360917,-0.835172095
Mirage,Mirage,"Dreamfield,SUSHI",lofi,145127,0.438,0.227,-15.273,0.0267,0.773,0.763,0.0499,139.987,,-4.547137868,2.981518284,-3.306326453
Strength of Nature,Strength of Nature,Juliàn,lofi,174721,0.477,0.238,-16.889,0.0295,0.671,0.897,0.0988,67.057,,-5.143682192,3.088230855,-2.20263409
Reprieve,Reprieve,"lil frenchie,Spaniel Mac",lofi,134336,0.404,0.196,-22.857,0.0483,0.89,0.909,0.0702,106.464,,-6.298846483,3.682700878,-4.059547188
If I Ain't Got You,The Diary Of Alicia Keys 20,Alicia Keys,rap,228706,0.609,0.444,-9.129,0.106,0.603,6.86E-06,0.166,118.402,,-2.769159759,1.047689841,-1.195440245
If I Ain't Got You,The Diary Of Alicia Keys,Alicia Keys,rap,228706,0.609,0.444,-9.129,0.106,0.603,6.86E-06,0.166,118.402,,-2.769159759,1.047689841,-1.195440245
6.6 Gigue,Bach: The Cello Suites - Recomposed by Peter Gregson,"Peter Gregson,Richard Harwood,Reinoud Ford,Tim Lowe,Ben Chappell,Katherine Jenkinson",pop,168676,0.374,0.351,-10.522,0.044,0.832,0.71,0.0852,82.56,,-3.787081361,2.731415916,-2.145543581
Experience,In A Time Lapse,"Ludovico Einaudi,Daniel Hope,I Virtuosi Italiani",pop,315426,0.447,0.449,-10.634,0.0376,0.934,0.961,0.036,92.468,,-3.526526941,3.883731176,-1.52178164
Alexander Hamilton,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Daveed Diggs,Okieriete Onaodowan,Lin-Manuel Miranda,Phillipa Soo,Christopher Jackson,Original Broadway Cast of Hamilton,Anthony Ramos",pop,236737,0.609,0.435,-7.861,0.285,0.522,0,0.552,131.995,,-2.011864136,-0.016407348,-1.916025455
My Shot,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Daveed Diggs,Okieriete Onaodowan,Leslie Odom Jr.,Original Broadway Cast of Hamilton,Anthony Ramos",pop,333154,0.698,0.649,-6.764,0.415,0.15,0,0.568,180.466,,0.381062644,-0.124109108,-1.674283834
The Story of Tonight,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Okieriete Onaodowan,Daveed Diggs,Original Broadway Cast of Hamilton,Anthony Ramos",pop,91980,0.494,0.237,-10.579,0.0517,0.835,0,0.625,95.219,,-4.976036669,-0.418068476,-1.945871079
The Schuyler Sisters,Hamilton (Original Broadway Cast Recording),"Renée Elise Goldsberry,Phillipa Soo,Jasmine Cephas-Jones,Leslie Odom Jr.,Original Broadway Cast of Hamilton",pop,186542,0.74,0.727,-6.253,0.278,0.187,0,0.792,101.409,,-0.565554195,-1.923348853,-0.915845869
Farmer Refuted,Hamilton (Original Broadway Cast Recording),"Thayne Jasperson,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",pop,112742,0.795,0.409,-8.334,0.372,0.684,0,0.577,77.879,,-3.113102686,-1.799298151,-3.005424804
You'll Be Back,Hamilton (Original Broadway Cast Recording),"Jonathan Groff,Original Broadway Cast of Hamilton",pop,208321,0.607,0.466,-7.562,0.0578,0.39,0,0.434,121.741,,-2.241940163,0.116490951,-0.359334396
FAVOURITE MISTAKE,FAVOURITE MISTAKE,Violette Wautier,pop,156683,0.789,0.776,-7.341,0.202,0.307,0.00673,0.859,112.842,,-1.071170716,-2.346756495,-1.092080527
A Winter's Ball,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",pop,69900,0.854,0.327,-10.834,0.507,0.41,0,0.688,131.352,,-2.59484315,-2.591843441,-4.527534017
洗脳,洗脳,LiSA,pop,171136,0.563,0.964,-3.21,0.123,0.00151,0.0024,0.313,93.449,,1.035925782,-0.60759731,0.223144869
Right Hand Man,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Leslie Odom Jr.,Original Broadway Cast of Hamilton",pop,321696,0.68,0.413,-9.41,0.492,0.177,0,0.383,158.576,,-0.845908887,0.620393431,-2.28471297
Ten Duel Commandments,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Jon Rua,Leslie Odom Jr.,Original Broadway Cast of Hamilton,Anthony Ramos",pop,106646,0.887,0.516,-8.187,0.658,0.0691,0,0.828,77.977,,-1.000055504,-3.219216899,-2.963954989
Meet Me Inside,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Leslie Odom Jr.,Christopher Jackson,Original Broadway Cast of Hamilton,Anthony Ramos",pop,83632,0.732,0.643,-8.318,0.474,0.378,0,0.644,88.543,,-1.290623581,-2.346860706,-3.197086375
That Would Be Enough,Hamilton (Original Broadway Cast Recording),"Phillipa Soo,Lin-Manuel Miranda",pop,178445,0.499,0.2,-10.276,0.0355,0.819,0,0.185,137.367,,-4.480452306,1.498826489,-1.746414466
Guns and Ships,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Daveed Diggs,Christopher Jackson,Original Broadway Cast of Hamilton",pop,127578,0.72,0.666,-6.914,0.328,0.399,0,0.383,138.03,,-0.685867087,-1.200059051,-2.876067214
History Has Its Eyes on You,Hamilton (Original Broadway Cast Recording),"Christopher Jackson,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",pop,97050,0.438,0.373,-9.769,0.0291,0.803,0,0.274,77.415,,-4.255256593,0.492765354,-1.382134988
What Comes Next?,Hamilton (Original Broadway Cast Recording),Jonathan Groff,pop,99343,0.515,0.302,-10.882,0.079,0.603,0,0.277,114.972,,-3.71440568,0.286938735,-2.279418824
Dear Theodosia,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda",pop,184004,0.598,0.221,-10.484,0.0303,0.907,4.19E-05,0.274,106.771,,-5.103739338,0.957973458,-1.279559372
What'd I Miss,Hamilton (Original Broadway Cast Recording),"Daveed Diggs,Leslie Odom Jr.,Okieriete Onaodowan,Original Broadway Cast of Hamilton",pop,236701,0.539,0.577,-7.763,0.386,0.169,0,0.319,177.787,,0.165710879,0.573250106,-2.504350846
Cabinet Battle #1,Hamilton (Original Broadway Cast Recording),"Christopher Jackson,Daveed Diggs,Lin-Manuel Miranda,Okieriete Onaodowan",pop,215226,0.607,0.658,-7.762,0.423,0.0859,0,0.513,87.043,,-0.310188946,-0.524092374,-1.305848925
Take a Break,Hamilton (Original Broadway Cast Recording),"Phillipa Soo,Lin-Manuel Miranda,Renée Elise Goldsberry,Anthony Ramos",pop,286485,0.552,0.371,-9.426,0.227,0.587,0,0.587,81.548,,-3.203197997,0.590736491,-0.797535863
Say No to This,Hamilton (Original Broadway Cast Recording),"Jasmine Cephas-Jones,Leslie Odom Jr.,Lin-Manuel Miranda,Sydney James Harcourt,Original Broadway Cast of Hamilton",pop,242017,0.754,0.535,-8.156,0.305,0.464,0,0.395,81.035,,-2.04788459,-0.305120714,-1.281201791
The Room Where It Happens,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Daveed Diggs,Okieriete Onaodowan,Original Broadway Cast of Hamilton",pop,318214,0.638,0.49,-9.382,0.426,0.271,0,0.511,173.552,,-0.814276107,0.477404859,-2.209624377
Schuyler Defeated,Hamilton (Original Broadway Cast Recording),"Phillipa Soo,Lin-Manuel Miranda,Leslie Odom Jr.,Anthony Ramos",pop,63558,0.745,0.597,-10.422,0.257,0.236,0,0.842,102.108,,-1.88494441,-2.858623701,-2.53004871
Cabinet Battle #2,Hamilton (Original Broadway Cast Recording),"Christopher Jackson,Daveed Diggs,Lin-Manuel Miranda,Okieriete Onaodowan",pop,142639,0.753,0.539,-9.117,0.537,0.0582,0,0.519,99.455,,-0.713440131,-1.522674458,-2.690794142
Washington on Your Side,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Daveed Diggs,Okieriete Onaodowan,Original Broadway Cast of Hamilton",pop,181477,0.884,0.521,-10.216,0.348,0.165,0,0.425,134.051,,-1.317424717,-1.195343884,-2.36901487
One Last Time,Hamilton (Original Broadway Cast Recording),"Christopher Jackson,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",pop,296387,0.449,0.42,-9.624,0.356,0.631,0,0.41,176.989,,-1.818178501,1.519608295,-2.744981943
I Know Him,Hamilton (Original Broadway Cast Recording),Jonathan Groff,pop,97979,0.67,0.436,-8.636,0.364,0.649,0,0.378,121.581,,-2.361752854,-0.964491469,-3.789814015
The Adams Administration,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton,pop,54840,0.8,0.362,-10.313,0.544,0.505,0,0.792,130.14,,-2.567007857,-2.890209811,-4.850332444
We Know,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Daveed Diggs,Leslie Odom Jr.,Okieriete Onaodowan",pop,142044,0.718,0.484,-10.376,0.523,0.312,0,0.692,113.855,,-1.68748417,-1.553598358,-3.175354237
Burn,Hamilton (Original Broadway Cast Recording),Phillipa Soo,pop,225240,0.582,0.428,-9.13,0.0516,0.752,0,0.255,99.608,,-3.611054631,1.006284991,-0.622969651
Blow Us All Away,Hamilton (Original Broadway Cast Recording),"Ariana DeBose,Sasha Hutchings,Ephraim Sykes,Lin-Manuel Miranda,Original Broadway Cast of Hamilton,Anthony Ramos",pop,173594,0.82,0.451,-10.177,0.461,0.388,0,0.665,88.566,,-2.366488623,-1.5735256,-2.480440026
It's Quiet Uptown,Hamilton (Original Broadway Cast Recording),"Renée Elise Goldsberry,Lin-Manuel Miranda,Phillipa Soo,Original Broadway Cast of Hamilton",pop,270171,0.484,0.187,-14.076,0.0423,0.796,0,0.227,129.753,,-5.143331774,2.38370519,-1.164241687
The Election of 1800,Hamilton (Original Broadway Cast Recording),"Daveed Diggs,Okieriete Onaodowan,Leslie Odom Jr.,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",pop,237982,0.731,0.42,-10.199,0.462,0.319,0,0.645,67.426,,-2.383714602,-0.743365603,-1.610194356
Your Obedient Servant,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",pop,150063,0.736,0.37,-11.072,0.502,0.293,0,0.619,165.908,,-1.707254403,-1.160879702,-3.886353035
Best of Wives and Best of Women,Hamilton (Original Broadway Cast Recording),"Phillipa Soo,Lin-Manuel Miranda",pop,47943,0.647,0.115,-16.826,0.0544,0.751,0,0.597,131.508,,-6.168267752,-0.896883519,-3.49383665
The World Was Wide Enough,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",pop,302191,0.653,0.351,-12.776,0.648,0.467,0,0.307,116.6,,-2.405541291,1.066649487,-3.097245798
"Who Lives, Who Dies, Who Tells Your Story",Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton,pop,217229,0.353,0.326,-9.687,0.0901,0.777,0,0.156,75.5,,-3.887492982,2.086155352,-0.950493179
New Woman (feat. ROSALÍA),New Woman (feat. ROSALÍA),"LISA,ROSALÍA",pop,179789,0.477,0.854,-4.715,0.275,0.0858,0,0.314,140.515,,1.201147096,-0.044330025,-1.472717976
Pasilyo,Pasilyo,SunKissed Lola,pop,270250,0.716,0.61,-4.674,0.0348,0.42,2.77E-05,0.41,120.069,,-1.585388175,-0.077728732,0.622407722
ONLY,4 ONLY,LeeHi,pop,240906,0.536,0.296,-7.451,0.0346,0.892,0,0.151,122.907,,-3.935378329,1.620346171,-0.906286204
Lucky (feat. Remi Wolf),Telos,"Zedd,Remi Wolf",edm,127380,0.815,0.474,-4.077,0.0459,0.265,0,0.72,95.989,,-2.017258843,-2.34063689,-0.072141271
Guess featuring billie eilish,Brat and it’s completely different but also still brat,"Charli xcx,Billie Eilish",pop,143330,0.78,0.713,-4.493,0.0888,0.0167,0.206,0.615,130.034,,-0.000309949,-1.798421858,-0.621188011
WOKE UP,WOKE UP,XG,pop,188010,0.884,0.633,-5.826,0.291,0.0222,0,0.462,146.904,,0.104456091,-1.639679605,-1.657966257
Crashing (feat. Bahari),ASCEND,"ILLENIUM,Bahari",edm,230000,0.582,0.681,-6.138,0.0458,0.342,0,0.273,95.995,,-1.357834088,0.45117525,0.503466168
Hurts So Good,Leave It Beautiful (Complete),Astrid S,pop,208728,0.672,0.625,-5.068,0.0468,0.0774,0,0.423,120.038,,-0.673734401,-0.495927226,0.486602324
It's Ok If You Forget Me,Leave It Beautiful,Astrid S,pop,204989,0.562,0.379,-7.625,0.231,0.526,0,0.258,171.848,,-1.732141143,0.735345405,-2.68197893
Starving,Starving,"Hailee Steinfeld,Grey,Zedd",edm,181880,0.728,0.616,-4.238,0.0645,0.378,0,0.508,99.962,,-1.496958958,-1.107245317,0.004043116
Miles To Your Heart,Miles To Your Heart,"Sultan + Shepard,Rock Mafia,Bahari",edm,180923,0.617,0.535,-11.29,0.0626,0.701,0,0.492,129.996,,-3.345515139,0.079093134,-1.283668191
Training Season,Radical Optimism,Dua Lipa,pop,209487,0.812,0.587,-4.483,0.0477,0.0349,2.64E-06,0.664,123.041,,-0.850818609,-1.60746887,0.661898495
Hero,Hero,Charlie Puth,pop,196752,0.467,0.469,-10.523,0.0374,0.443,0.000216,0.576,199.752,,-2.213593554,0.592444169,-1.347558009
LIFETIMES,LIFETIMES,Katy Perry,pop,192000,0.661,0.874,-5.178,0.0359,0.000239,0.000145,0.344,119.982,,0.210272419,-0.555589282,0.725001959
Leave It Beautiful,Leave It Beautiful,Astrid S,pop,184958,0.693,0.567,-8.444,0.215,0.715,0,0.394,121.935,,-2.388276172,-0.298131683,-2.157952085
I Do,I Do,"Astrid S,Brett Young",pop,155822,0.665,0.524,-9.404,0.0458,0.502,0,0.215,110.019,,-2.732366677,0.13045902,-0.90751033
Good Choices,Leave It Beautiful,Astrid S,pop,216083,0.428,0.291,-6.977,0.0627,0.873,0,0.397,203.604,,-2.996474145,1.310317972,-2.245200022
Marilyn Monroe,Marilyn Monroe,Astrid S,pop,174014,0.656,0.438,-7.831,0.306,0.405,0,0.563,103.124,,-1.989793764,-0.789458619,-1.983507803
Hits Different,Leave It Beautiful,Astrid S,pop,158366,0.704,0.419,-10.425,0.309,0.36,0.00166,0.413,103.699,,-2.335614337,-0.552623782,-2.3676947
Emotion,Emotion,Astrid S,pop,190330,0.402,0.75,-6.607,0.0567,0.0125,0.00192,0.502,146.223,,0.118064262,0.218972962,0.081669323
If I Can't Have You,Leave It Beautiful,Astrid S,pop,135910,0.334,0.449,-9.033,0.132,0.401,0,0.136,175.763,,-1.354499675,1.372003346,-2.651642344
I Don't Know Why,I Don't Know Why,"NOTD,Astrid S",pop,207667,0.499,0.898,-4.181,0.124,0.124,7.20E-06,0.618,120.04,,0.531042541,-0.612973844,0.150417887
Think Before I Talk,Leave It Beautiful (Complete),Astrid S,pop,184908,0.771,0.599,-5.588,0.157,0.367,0,0.535,122.005,,-1.282556418,-1.244106317,-1.048546415
Can't Forget,Leave It Beautiful,Astrid S,pop,173580,0.856,0.608,-7.113,0.382,0.612,0,0.561,149.921,,-1.44471825,-1.595815355,-3.065301186
Pretty,Pretty,"Astrid S,Dagny",pop,175777,0.633,0.829,-6.304,0.0496,0.0653,0,0.333,95.966,,-0.363865446,-0.474623976,0.54000977
RELATIONS,RELATIONS,"Felix Sandman,Astrid S",pop,164245,0.837,0.435,-7.17,0.0427,0.696,1.43E-05,0.415,124.949,,-3.314371137,-0.911425961,-1.094996204
Am I The Only One,Am I The Only One,"R3HAB,Astrid S,HRVY",edm,152142,0.722,0.595,-7.743,0.0565,0.4,1.68E-06,0.439,139.907,,-1.846510554,-0.819554564,-1.001945638
Closing Doors (ft Astrid S),"Hey, I'm Here For You","Harry Hudson,Astrid S",pop,146956,0.496,0.433,-8.291,0.0371,0.855,0,0.141,137.871,,-3.296284192,1.019456039,-1.797549008
Contigo Tengo Feeling,Contigo Tengo Feeling,"GABIFUEGO,Astrid S",pop,160826,0.762,0.725,-5.172,0.0553,0.0937,1.71E-05,0.768,91.014,,-0.951612331,-2.126570727,0.655101918
Down Low,Down Low,Astrid S,pop,202007,0.554,0.35,-5.378,0.0287,0.799,1.39E-06,0.333,86.331,,-3.652002263,0.566150265,-0.214550795
Sidelove,Down Low,Astrid S,pop,172154,0.753,0.343,-5.607,0.0337,0.799,0,0.511,137.872,,-3.543770009,-0.735647108,-1.139702806
Years,Down Low,Astrid S,pop,190267,0.664,0.285,-7.907,0.0342,0.855,0,0.256,124.148,,-4.161407797,0.558396175,-1.249988619
Doing To Me,Trust Issues,Astrid S,pop,190097,0.718,0.762,-5.006,0.0571,0.284,1.58E-06,0.368,132.893,,-0.605717397,-0.689424508,-0.177428252
Trust Issues,Trust Issues,Astrid S,pop,167032,0.698,0.456,-8.039,0.0373,0.236,0,0.458,143.003,,-2.020162809,-0.558434139,-0.568971218
Someone New,Someone New,Astrid S,pop,176618,0.881,0.697,-5.613,0.27,0.129,1.39E-06,0.434,97.012,,-0.397651923,-1.734567298,-1.104151374
The First One,The First One,Astrid S,pop,188649,0.538,0.541,-8.304,0.16,0.39,0,0.183,159.419,,-1.185550992,0.782436915,-1.989645866
Closer,Closer,Astrid S,pop,183040,0.531,0.472,-7.347,0.059,0.394,0,0.445,127.48,,-2.068791081,0.166056189,-0.629710731
Breathe,Party's Over,Astrid S,pop,211758,0.732,0.721,-5.807,0.0725,0.0307,7.29E-05,0.426,96.975,,-0.540019347,-0.790223901,0.640569937
Such A Boy,Party's Over,Astrid S,pop,210680,0.668,0.776,-5.167,0.111,0.0481,2.20E-06,0.461,95.003,,-0.137368565,-0.756636367,0.419872984
Party's Over,Party's Over,Astrid S,pop,197146,0.619,0.514,-7.869,0.11,0.355,0,0.592,123.073,,-1.928976891,-0.45762048,-0.744006412
Does She Know,Party's Over,Astrid S,pop,222613,0.634,0.747,-4.904,0.103,0.251,1.81E-06,0.234,95.02,,-0.524549952,0.070403903,0.120370881
Just for One Night (feat. Astrid S),Just For One Night (feat. Astrid S),"Blonde,Astrid S",edm,226779,0.814,0.539,-8.48,0.171,0.277,0,0.64,118.005,,-1.841517376,-1.1280633,-0.751542103
Paper Thin,Astrid S,Astrid S,pop,208015,0.536,0.649,-4.928,0.0478,0.0712,1.64E-05,0.136,87.128,,-0.534937529,0.601028078,0.743454087
Jump,Astrid S,Astrid S,pop,193826,0.551,0.61,-9.449,0.0926,0.0196,8.15E-06,0.175,171.978,,-0.376670541,0.767256095,-1.112561578
Atic,Astrid S,Astrid S,pop,214226,0.542,0.516,-7.267,0.0417,0.051,8.01E-05,0.382,143.185,,-0.992250892,0.393638152,0.098545455
Undressed,Undressed,"Julie Bergan,Astrid S",pop,203659,0.762,0.337,-10.066,0.0459,0.834,0,0.44,127.947,,-4.381327244,-0.036279528,-1.248096298
Second Hand Love (feat. Ruben),Second Hand Love (feat. Ruben),"Julie Bergan,Ruben",pop,204216,0.609,0.314,-8.155,0.0295,0.864,0,0.448,89.729,,-4.504925619,0.371213654,-0.454450623
Don't You Wanna Play?,Sad in Scandinavia (Part 1),"Seeb,Julie Bergan",pop,138733,0.566,0.768,-4.458,0.0312,0.0127,0,0.638,100.005,,-0.287617193,-1.351537671,0.741180303
Outline (feat. Julie Bergan),Outline (feat. Julie Bergan),"Crazy Cousinz,Julie Bergan",rap,204373,0.705,0.701,-3.444,0.0512,0.029,0,0.589,124.967,,-0.118365426,-1.228114346,0.673966642
Sing It With Me,She,"JP Cooper,Astrid S",pop,201198,0.54,0.793,-4.379,0.0492,0.0744,0,0.4,112.219,,0.041829824,-0.181984179,0.678708571
Somebody,Strangers / Lovers,Dagny,pop,190413,0.721,0.764,-4.811,0.0384,0.00211,0.000147,0.466,117.912,,-0.178211486,-1.045704557,0.722725804
Love You Like That,Love You Like That,Dagny,pop,177946,0.623,0.71,-5.973,0.044,0.00655,4.11E-06,0.29,93.981,,-0.517604656,-0.287757967,0.628939417
Bye Bye Baby,Strangers / Lovers,Dagny,pop,166346,0.623,0.811,-5.883,0.0549,0.0251,0,0.299,114.026,,-0.027975497,-0.450091769,0.199026887
Backbeat,Ultraviolet EP,Dagny,pop,225733,0.61,0.874,-4.851,0.0586,0.00833,0.0144,0.644,139.928,,0.433994038,-0.826193392,0.688088967
Older,Magical Thinking,"Shallou,Daya",edm,217946,0.549,0.479,-8.257,0.0754,0.322,1.50E-05,0.177,142.792,,-1.665476604,1.03762623,-0.849568193
I Wanna Know,NOVA,"RL Grime,Daya",rap,206727,0.428,0.849,-4.417,0.0775,0.504,6.10E-06,0.108,82.759,,-0.689878544,1.014636573,0.05874946
After You (feat. Calle Lehmann),Alive,"Gryffin,Jason Ross,Calle Lehmann",edm,224569,0.511,0.802,-3.811,0.0438,0.0616,0,0.466,145.05,,0.451869349,-0.054460938,0.60933549
Remember,Remember,"Becky Hill,David Guetta",edm,160766,0.612,0.862,-2.903,0.037,0.041,0,0.354,123.849,,0.543240012,-0.794263139,0.454910273
Static,Static,"Luke Chiang,Joe Bae",pop,190919,0.48,0.413,-10.482,0.0489,0.557,0,0.372,136.032,,-3.076429051,0.95076386,-1.065376169
Rewrite The Stars (with James Arthur & Anne-Marie),Rewrite The Stars (with James Arthur & Anne-Marie),"James Arthur,Anne-Marie",pop,218293,0.67,0.743,-4.993,0.0393,0.237,0,0.571,125.944,,-0.768372211,-0.771243842,0.567514999
All My Love,Fountain Baby,Amaarae,rap,43160,0.323,0.194,-14.569,0.0311,0.818,0.964,0.0382,76.144,,-4.994114756,2.378651442,-4.160908391
Angels in Tibet,Fountain Baby,Amaarae,rap,142613,0.798,0.664,-6.043,0.102,0.282,0.294,0.555,140.038,,-0.845180713,-1.383328275,-1.536917889
34+35,Positions,Ariana Grande,pop,173710,0.83,0.585,-6.476,0.094,0.237,0,0.485,109.978,,-1.511543963,-1.375498204,-0.454349737
No Comma,No Comma,Slayyyter,pop,161266,0.675,0.743,-5.694,0.242,0.0829,2.67E-06,0.314,139.913,,0.438827506,-0.776079851,-1.629591241
Road to Hell,Hadestown (Original Broadway Cast Recording),"André De Shields,Hadestown Original Broadway Company,Anaïs Mitchell",pop,317879,0.507,0.651,-4.937,0.194,0.676,1.55E-05,0.7,98.995,,-1.666838437,0.228823671,-0.162198962
Bottom's Gonna Be on Top,Something Rotten! (Original Broadway Cast Recording),"Brian D'Arcy James,'Something Rotten' Company,Kurt Deutsch,Kevin McCollum,Wayne Kirkpatrick,Karey Kirkpatrick",pop,330346,0.567,0.558,-8.629,0.849,0.624,0,0.609,193.658,,-0.49376985,0.488809605,-4.080063126
Tango: Maureen,RENT (Original Motion Picture Soundtrack),"Tracie Thoms,Anthony Rapp",pop,235040,0.799,0.621,-4.992,0.0599,0.314,0,0.747,128.002,,-1.433575405,-1.460669916,0.339174239
You & Me,JENNIE Special Single [You & Me],JENNIE,pop,179164,0.789,0.572,-6.227,0.0566,0.0155,2.06E-05,0.561,112.01,,-1.117463796,-1.407805423,0.295003415
Overdose,Overdose - The 2nd Mini Album,EXO-K,pop,205611,0.498,0.917,-1.797,0.164,0.0615,0,0.652,112.357,,1.170412664,-0.956077269,0.220884777
Thick Of It (feat. Trippie Redd),Thick Of It (feat. Trippie Redd) / Low,"KSI,Trippie Redd",rap,160842,0.588,0.826,-3.733,0.0485,0.0768,0,0.648,145.825,,0.327918677,-1.284069096,0.125755562
I Got A Feeling,I Got A Feeling,"Felix Jaehn,Robin Schulz,Georgia Ku",edm,144136,0.6,0.845,-3.695,0.042,0.0238,0,0.378,125.027,,0.440289145,-0.89388309,0.203866208
A Sky Full of Stars,Stressed Success,<3BEAT,lofi,245250,0.778,0.32,-13.29,0.142,0.689,0.853,0.293,80.054,,-4.106808292,1.565361183,-2.426646469
Only Love Can Hurt Like This,Stressed Success,<3BEAT,lofi,195384,0.646,0.382,-14.257,0.0915,0.432,0.924,0.319,78.033,,-3.448104346,1.679288322,-2.106956101
Mood,001 (other people's songs),lokash,lofi,142620,0.7,0.413,-15.318,0.114,0.926,0.8,0.501,124.011,,-4.469290809,0.753874574,-3.788801455
I Want It That Way,Covers Collection (Vol. 4),LAV8,lofi,214201,0.516,0.397,-16.86,0.0461,0.348,0.82,0.162,179.997,,-2.751916479,2.904056963,-2.80724305
MOVIE,MOVIE,JUNNY,rap,183146,0.583,0.557,-4.012,0.0494,0.663,0,0.595,73.615,,-2.548813082,-0.658240326,0.17477702
Someone Like You,21,Adele,pop,285240,0.556,0.319,-8.251,0.0281,0.893,0,0.294,135.187,,-4.017423704,1.572841636,-0.567244442
Easy On Me,30,Adele,pop,224694,0.604,0.366,-7.519,0.0282,0.578,0,0.13,141.981,,-2.850774613,1.174897667,-0.708709793
Make You Feel My Love,19,Adele,pop,212040,0.317,0.172,-10.636,0.0326,0.907,0.000383,0.0963,65.18,,-5.28750557,2.624740073,-0.685999946
Hello,25,Adele,pop,295502,0.578,0.43,-6.134,0.0305,0.33,0,0.288,78.991,,-2.386743957,1.033304754,1.214436862
Rolling in the Deep,21,Adele,pop,228093,0.73,0.769,-5.114,0.0298,0.138,0,0.507,104.948,,-0.743485982,-0.832460082,1.147969117
Set Fire to the Rain,21,Adele,pop,242973,0.603,0.67,-3.882,0.0249,0.00408,1.68E-06,0.446,107.993,,-0.338299608,-0.178800743,1.447134951
