Track Name,Album Name,Artist Name(s),Duration (ms),pop,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
Kill Bill,SOS,SZA,153946,86,r&b,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,4,2.318959617
DJ Got Us Fallin' In Love (feat. Pitbull),Raymond v Raymond (Expanded Edition),"USHER,Pitbull",220800,84,r&b,0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.654,119.963,4,15.011635865845312
Snooze,SOS,SZA,201800,88,r&b,0.559,0.551,5,-7.231,1,0.132,0.141,0,0.11,0.392,143.008,4,2.316221765913758
Saturn,Saturn,SZA,186191,82,r&b,0.411,0.619,1,-6.834,1,0.0368,0.62,0,0.11,0.337,177.937,4,1.111567419575633
하루살이,하루살이,"DEAN,SULLI,Rad Museum",207112,56,rap,0.726,0.492,10,-8.046,0,0.0794,0.566,8.14e-06,0.257,0.526,85.939,4,6.398357289527721
Somebody!,Somebody,"Loco,HWASA",177413,51,rap,0.719,0.679,7,-6.08,1,0.0335,0.318,0,0.123,0.766,104.985,4,2.6913073237508556
Any song,Any song,ZICO,227226,62,rap,0.874,0.787,10,-2.416,0,0.129,0.118,0,0.11,0.896,108.007,4,5.221081451060917
SPOT!,SPOT!,"ZICO,JENNIE",167706,77,rap,0.875,0.782,5,-3.905,0,0.078,0.151,0,0.113,0.906,108.038,4,0.9363449691991786
No Make Up,No Make Up,Zion.T,189154,57,rap,0.731,0.402,9,-5.066,1,0.0556,0.411,0,0.217,0.515,92.255,4,9.475701574264203
아이돌 (Ideal),ZZZ,Zion.T,119402,38,rap,0.853,0.557,11,-5.786,1,0.264,0.382,0,0.0889,0.744,75.023,4,6.466803559206023
Fried (She a Vibe),WE DON'T TRUST YOU,"Future,Metro Boomin",210173,70,rap,0.833,0.688,6,-4.581,0,0.197,0.00211,0,0.719,0.375,145.03,4,1.0321697467488022
REAL ME (with Metro Boomin),REAL ME,"NAV,Metro Boomin",187213,0,rap,0.772,0.458,8,-9.031,0,0.0588,0.298,2.49e-05,0.104,0.142,120.034,4,0.03559206
Like That,WE DON'T TRUST YOU,"Future,Metro Boomin,Kendrick Lamar",267706,87,rap,0.814,0.676,11,-4.67,0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,4,1.0321697467488022
Love The Way You Lie,Recovery,"Eminem,Rihanna",263373,84,rap,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,4,14.792607802874743
By My Side,By My Side,JUNNY,206680,57,rap,0.466,0.429,8,-4.52,1,0.0445,0.672,0,0.0928,0.375,179.462,3,5.062286105407256
nostalgia,nostalgia,"JUNNY,JAY B",196866,52,rap,0.536,0.758,9,-6.439,1,0.12,0.0228,0,0.19,0.457,180.06,4,3.266255989048597
Only U (Feat. PENOMECO),Only U,"Moon Sujin,Jiselle,PENOMECO",227973,46,rap,0.603,0.818,10,-3.866,0,0.0572,0.414,0,0.286,0.562,122.166,4,2.9048596851471595
Your Dog Loves You (Feat. Crush),Your Dog Loves You,"Colde,Crush",273000,54,rap,0.663,0.257,9,-11.433,1,0.0291,0.93,2.94e-05,0.555,0.131,101.819,4,7.017111567419575
"INFJ (Feat. B.I, BANG YEDAM)",Dingo X BIG Naughty,"BIG Naughty,B.I,BANG YEDAM",209386,44,rap,0.698,0.769,0,-4.812,0,0.0686,0.232,1.63e-06,0.0937,0.77,79.989,4,1.264887063655031
rap,boy.,offonoff,239002,51,rap,0.597,0.458,3,-8.295,1,0.0609,0.809,0,0.105,0.184,90.15,4,7.693360711841205
멋지게 인사하는 법 (Hello Tutorial) (Feat. 슬기 (SEULGI) of Red Velvet),ZZZ,"Zion.T,SEULGI",202342,53,rap,0.739,0.348,0,-7.477,1,0.0613,0.675,0,0.326,0.498,98.047,4,6.466803559206023
Walking In The Rain (feat. Younha),Chancellor,"Chancellor,Younha",248906,49,rap,0.584,0.539,11,-8.1,1,0.0611,0.432,2.82e-05,0.108,0.514,85.782,4,3.4715947980835042
Don’t Forget,Don't Forget,"Crush,TAEYEON",219106,52,rap,0.661,0.629,5,-5.81,1,0.0327,0.438,0,0.198,0.258,93.948,4,9.196440793976729
I Need You,I Need You,OVAN,230769,42,rap,0.653,0.761,11,-5.283,1,0.165,0.48,0,0.294,0.768,142.89,4,5.075975359342916
Love Song,World Peace Project Vol.2,"Wonstein,JOY",220040,39,rap,0.446,0.786,1,-4.562,0,0.33,0.207,0,0.23,0.581,179.608,4,2.4503764544832305
NOBODY,NOBODY,"Blue.D,MINO",201183,43,rap,0.686,0.426,5,-7.134,0,0.0437,0.566,0,0.299,0.491,88.626,4,5.336071184120465
soul,soul,"ZICO,IU",219390,53,rap,0.855,0.58,5,-6.951,1,0.141,0.234,0,0.0965,0.518,96.998,4,6.677618069815195
Rain Song (Feat. Colde),Rain Song,"Epik High,Colde",243785,47,rap,0.677,0.576,6,-5.43,1,0.0416,0.631,0,0.125,0.562,87.934,4,3.761806981519507
Vancouver,Lovey Dovey,BIG Naughty,216280,53,rap,0.622,0.604,6,-6.731,1,0.145,0.419,0,0.122,0.698,89.483,4,2.915811088295688
Angel (feat. TAEYEON),Angel,"Chancellor,TAEYEON",264052,48,rap,0.614,0.314,8,-8.186,0,0.0361,0.819,0,0.136,0.52,90.008,4,5.924709103353867
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,"Drake,Sexyy Red,SZA",319191,79,rap,0.636,0.729,2,-4.495,1,0.055,0.0458,0,0.384,0.141,146.009,4,1.4921286789869952
pop,pop,"The Weeknd,Playboi Carti,Madonna",215466,83,rap,0.854,0.674,1,-6.23,1,0.184,0.0517,8.53e-05,0.509,0.848,99.022,4,1.837097878
EoO,DeBÍ TiRAR MáS FOToS,Bad Bunny,204768,92,rap,0.36,0.464,10,-29.598,0,0.0702,0.749,0.859,0.0825,0.184,63.662,4,0.24093086926762491
fukumean,a Gift & a Curse,Gunna,125040,81,rap,0.847,0.622,1,-6.747,0,0.0903,0.119,0,0.285,0.22,130.001,4,1.7987679671457906
I KNOW ?,UTOPIA,Travis Scott,211582,81,rap,0.927,0.619,5,-4.441,0,0.0539,0.0186,0,0.104,0.817,117.995,4,1.6837782340862424
First Person Shooter (feat. J. Cole),For All The Dogs,"Drake,J. Cole",247444,75,rap,0.475,0.655,11,-7.342,0,0.33,0.0306,0,0.375,0.245,163.997,4,1.4921286789869952
Don't Go Insane,Dear Insanity...,DPR IAN,204880,63,rap,0.721,0.481,7,-6.199,0,0.061,0.191,5.85e-06,0.11,0.597,115.007,4,1.4921286789869952
Dynasties & Dystopia (from the series Arcane League of Legends),Dynasties & Dystopia (from the series Arcane League of Legends),"Denzel Curry,Gizzle,Bren Joy,Arcane,League of Legends",178080,71,rap,0.704,0.835,1,-5.167,1,0.0552,0.0137,0,0.0982,0.892,153.946,4,3.3675564681724848
The Sound of Silence,Immortalized,Disturbed,248466,76,rap,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,4,9.637234770704996
UNLOVE (prod. HONNE),Zip,Zion.T,180044,50,rap,0.92,0.427,8,-8.419,1,0.057,0.169,0.285,0.107,0.917,106.976,4,1.325119780971937
LA SOL MI,TRUST ME,YUGYEOM,172306,46,rap,0.85,0.62,0,-4.973,1,0.0343,0.512,0,0.17,0.768,124.948,4,1.1143052703627652
All I Wanna Do,EVERYTHING YOU WANTED,Jay Park,209392,60,rap,0.613,0.668,8,-6.867,1,0.267,0.245,0,0.0735,0.509,96.176,4,8.451745379876797
El Merengue,El Merengue,"Marshmello,Manuel Turizo",189668,74,reggae,0.778,0.772,8,-3.079,0,0.0556,0.0929,0.000552,0.0883,0.661,123.982,4,2.086242299794661
LUNA,FERXXOCALIPSIS,"Feid,ATL Jacob",196800,88,reggae,0.774,0.86,7,-2.888,0,0.13,0.131,0,0.116,0.446,100.019,4,1.3388090349075976
Our Love (From the series Arcane League of Legends),Our Love (From the series Arcane League of Legends),"Curtis Harding,Arcane,League of Legends,Jazmine Sullivan",218248,64,retro soul,0.575,0.764,1,-5.285,1,0.0344,0.0985,6.34e-06,0.106,0.614,105.822,4,3.4086242299794662
Smoke Sprite (feat. RM of BTS),Episode1 : Love,"So!YoON!,RM",242200,62,rock,0.608,0.692,9,-3.182,0,0.0441,0.151,0,0.173,0.569,131.972,4,2.0561259411362083
Flowering,DEAR.,LUCY,251293,50,rock,0.657,0.698,4,-3.311,1,0.0351,0.443,2.28e-06,0.116,0.578,129.939,4,4.903490759753593
Fooled Around And Fell In Love,Struttin' My Stuff,Elvin Bishop,276000,62,rock,0.633,0.621,10,-11.494,1,0.0313,0.042,0.0172,0.186,0.593,113.325,3,50.25325119780972
Vienna,The Stranger (Legacy Edition),Billy Joel,214240,81,rock,0.532,0.495,10,-6.662,1,0.0343,0.659,0,0.0754,0.308,124.936,4,48.251882272416154
Piano Man,Piano Man (Legacy Edition),Billy Joel,339000,79,rock,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,3,51.403148528405204
Don't Stop Believin' (2022 Remaster),Escape (2022 Remaster),Journey,249600,86,rock,0.505,0.754,4,-7.435,1,0.0366,0.132,0,0.204,0.51,119.204,4,43.71252566735113
Livin' On A Prayer,Slippery When Wet,Bon Jovi,249293,83,rock,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000206,0.294,0.794,122.509,4,38.63107460643395
Uptown Girl,An Innocent Man,Billy Joel,197706,81,rock,0.701,0.944,4,-2.986,1,0.0455,0.0755,0,0.601,0.792,128.993,4,41.65366187542779
Africa,Toto IV,TOTO,295893,86,rock,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4,42.98699520876112
Free Fallin',Full Moon Fever,Tom Petty,256000,77,rock,0.623,0.449,5,-13.333,1,0.0253,0.212,0,0.0613,0.573,84.383,4,36.251882272416154
Sweet Home Alabama,Second Helping (Expanded Edition),Lynyrd Skynyrd,283800,80,rock,0.596,0.606,7,-12.145,1,0.0255,0.181,0.000327,0.0863,0.886,97.785,4,50.96783025
We Didn't Start the Fire,Storm Front,Billy Joel,287733,77,rock,0.712,0.967,7,-5.206,1,0.047,0.0771,0,0.356,0.895,145.024,4,35.460643394934976
She's Always a Woman,The Stranger (Legacy Edition),Billy Joel,201373,80,rock,0.292,0.324,3,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631,3,48.251882272416154
Diary,Baby I'm-a Want You,Bread,189426,58,rock,0.364,0.126,7,-18.071,1,0.0286,0.862,0.000203,0.0969,0.43,90.429,4,53.25393566
Aubrey,The Best of Bread,Bread,219493,50,rock,0.326,0.0902,7,-20.588,1,0.0344,0.647,0.00091,0.198,0.218,137.611,4,51.83846680355921
Back To Me,DUAL,The Rose,224968,61,rock,0.595,0.835,1,-3.226,0,0.0406,0.0518,0,0.476,0.563,130.033,4,1.5304585900068446
Breakfast In America - 2010 Remastered,Breakfast In America (Deluxe Edition),Supertramp,159346,73,rock,0.532,0.663,0,-5.886,0,0.0292,0.425,1.07e-06,0.0734,0.756,75.14,4,46.01505817932922
Snakes (from the series Arcane League of Legends),Snakes (from the series Arcane League of Legends),"MIYAVI,PVRIS,Arcane,League of Legends",161376,67,rock,0.423,0.842,1,-6.24,0,0.236,0.000396,0.000907,0.378,0.342,157.904,4,3.3675564681724848
Side Effects (feat. SATICA),MOTH,"WOOSUNG,SATICA",196669,51,rock,0.796,0.766,10,-6.175,1,0.0603,0.323,0,0.115,0.8,113.01,4,2.891170431211499
BABY DON'T BURN,BABY DON'T BURN,"Kaila Hoy,Coopex",183511,27,slap house,0.723,0.775,2,-5.769,1,0.225,0.0396,0.000346,0.365,0.134,125.982,4,1.8562628336755647
JUNE,JUNE,"NASAYA,Floyd Fuji",212631,35,stutter house,0.602,0.526,0,-7.4,1,0.228,0.0223,0.000136,0.0614,0.634,114.043,4,4.678986995208761
"Like a Dream (feat. Ashley Alisha, kelsey kuan & Nicholas Roberts)",About You,"Dept,Ashley Alisha,Nicholas Roberts,Kelsey Kuan",192293,43,tropical house,0.699,0.486,4,-7.324,1,0.0419,0.598,0,0.114,0.608,98.013,4,2.6940451745379876
Spot It I Got It,Spot It I Got It,"Nito NB,KG970,Kilvertz",161073,24,"uk drill,drill,grime",0.783,0.519,9,-11.08,1,0.503,0.233,0,0.107,0.703,149.156,4,2.3928815879534566
Golden Hour,Golden Hour,"VoicePlay,Anthony Gargiula",215764,31,worship,0.643,0.448,9,-9.342,1,0.0345,0.128,0,0.106,0.351,94.488,3,2.0479123887748116
